marka,model,year,fuel,price,currency,ad_link
Volkswagen,Multivan,1992 ,Gasoline,44000,PLN,https://www.otomoto.pl/oferta/volkswagen-multivan-vw-kamper-zabytek-multivan-westfalia-zabudowa-reimo-luna-ID6DV2Nk.html#cde402e340
Audi,A3,2012 ,Diesel,32000,PLN,https://www.otomoto.pl/oferta/audi-a3-audi-a3-1-6-tdi-2012-rok-ID6DV2Nj.html#cde402e340
Skoda,Fabia,2008 ,Gasoline,15880,PLN,https://www.otomoto.pl/oferta/skoda-fabia-wzor-ID6DV2Ni.html#cde402e340
Opel,Astra,2010 ,Gasoline,25300,PLN,https://www.otomoto.pl/oferta/opel-astra-1-6-115km-123tys-km-100-oryginal-z-niemiec-ID6DV2Ng.html#cde402e340
Audi,A3,2021 ,Gasoline,30900,PLN,https://www.otomoto.pl/oferta/audi-a3-odbior-lipiec-kamera-nawigacja-kola-18-sound-system-ID6DV2Nc.html#cde402e340
Kia,Rio,2017 ,Gasoline,9700,PLN,https://www.otomoto.pl/oferta/kia-rio-okazja-rio-ideal-do-nauki-jazdy-i-prywatnie-ID6DV2Na.html#cde402e340
Daihatsu,Sirion,2008 ,Gasoline,43900,PLN,https://www.otomoto.pl/oferta/daihatsu-sirion-oplacony-1-0-benzyna-serwis-klima-ID6DV2N9.html#cde402e340
Volkswagen,Golf,2015 ,Diesel,17900,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-volkswagen-golf-vii-jak-nowy-dobrze-wyposazony-ID6DV2N8.html#cde402e340
Chevrolet,Aveo,2011 ,Gasoline,5900,PLN,https://www.otomoto.pl/oferta/chevrolet-aveo-w-pelni-sprawny-klima-ekonomiczny-aktualny-przeglad-i-oc-ID6DV2N7.html#cde402e340
Skoda,Octavia,1999 ,Gasoline,44400,PLN,https://www.otomoto.pl/oferta/skoda-octavia-1-6-b-klima-stan-b-dobry-przyg-do-rej-oplacony-ID6DV2N5.html#cde402e340
BMW,Seria,2011 ,Gasoline,63900,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-330i-272km-xdrive-mpakiet-skora-navi-oryginal-ID6DV2N3.html#cde402e340
Opel,Mokka,2016 ,Gasoline,21800,PLN,https://www.otomoto.pl/oferta/opel-mokka-i-wlasciciel-salon-pl-aso-2016-10-i-rej-bezwypadkowy-garazowany-ID6DV2N2.html#cde402e340
Audi,A6,2007 ,Gasoline,19800,PLN,https://www.otomoto.pl/oferta/audi-a6-2-0-t-avant-1-wl-od-nowosci-100-bezwypadkowe-oplacone-ID6DV2N0.html#cde402e340
Volkswagen,Jetta,2007 ,Gasoline,26900,PLN,https://www.otomoto.pl/oferta/volkswagen-jetta-volkswagen-jetta-1-6-benzyna-gaz-ID6DV2MZ.html#cde402e340
Opel,Corsa,2007 ,Gasoline,12900,PLN,https://www.otomoto.pl/oferta/opel-corsa-klima-lpg-sprawna-ID6DV2MV.html#cae3759e3b
Peugeot,307,2003 ,Gasoline,7000,PLN,https://www.otomoto.pl/oferta/peugeot-307-sw-2-0-benzyna-gaz-dach-panorama-zestaw-kol-zimowych-ID6DV2MU.html#cae3759e3b
Opel,Astra,1999 ,Gasoline,8500,PLN,https://www.otomoto.pl/oferta/opel-astra-opel-astra-ii-komfort-ID6DV2MT.html#cae3759e3b
Mercedes-Benz,Klasa,2010 ,Gasoline,67900,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-piekna-konfiguracja-niski-przebieg-4matic-ID6DV2MS.html#cae3759e3b
Volkswagen,Golf,2011 ,Diesel,25900,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-volkswagen-golf-1-6-tdi-comfortline-polski-salon-ID6DV2MR.html#cae3759e3b
Peugeot,3008,2016 ,Gasoline,44900,PLN,https://www.otomoto.pl/oferta/peugeot-3008-idealny-stan-prosto-z-szwajcarii-ID6DV2MP.html#cae3759e3b
Mercedes-Benz,Klasa,2003 ,Diesel,18900,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-2003r-automatoplacony150kmnawigacjaclimatronic-x2szyberdachdvd-ID6DV2MO.html#cae3759e3b
Volvo,V40,2000 ,Diesel,2400,PLN,https://www.otomoto.pl/oferta/volvo-v40-volvo-v40-2000r-1-9di-95-km-klimatyzacja-sprawne-dlugie-oplaty-ID6DV2MN.html#cae3759e3b
Opel,Astra,2008 ,Diesel,7600,PLN,https://www.otomoto.pl/oferta/opel-astra-sprowadzony-z-belgii-1-7-cdti-ID6DV2ML.html#cae3759e3b
Fiat,Grande,2009 ,Gasoline,11900,PLN,https://www.otomoto.pl/oferta/fiat-grande-punto-1-2-benzyna-i-wlasciciel-elektr-szyby-lusterka-ID6DV2MH.html#cae3759e3b
Chevrolet,Cruze,2011 ,Gasoline,24900,PLN,https://www.otomoto.pl/oferta/chevrolet-cruze-1-8-ID6DV2MG.html#cae3759e3b
Volkswagen,Golf,1998 ,Gasoline,4700,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-vw-golf-4-98-1-4-benzyna-ID6DV2ME.html#cae3759e3b
BMW,Seria,2001 ,Diesel,7200,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-ekonomiczna-bestia-2-komplety-kol-ID6DV2MD.html#cae3759e3b
Audi,A3,2021 ,Gasoline,36500,PLN,https://www.otomoto.pl/oferta/audi-a3-odbior-lipiec-nawigacja-ambiente-kamera-drive-select-ID6DV2MC.html#cae3759e3b
Ford,Ranger,2011 ,Diesel,19900,PLN,https://www.otomoto.pl/oferta/ford-ranger-ford-ranger-1-wlasciciel-niski-przebieg-ID6DV2MB.html#cae3759e3b
Chevrolet,Captiva,2008 ,Diesel,14900,PLN,https://www.otomoto.pl/oferta/chevrolet-captiva-7-osobowy-skorzana-tapicerka-4x4-ID6DV2Mz.html#cae3759e3b
Alfa-Romeo,Romeo,2009 ,Gasoline,19900,PLN,https://www.otomoto.pl/oferta/alfa-romeo-mito-oplacony-1-4-benzyna-serwis-klima-ID6DV2My.html#cae3759e3b
Ford,Focus,2013 ,Diesel,24999,PLN,https://www.otomoto.pl/oferta/ford-focus-salon-polska-bez-wkladu-finansowego-nowy-rozrzad-olej-i-filtry-ID6DV2Mw.html#cae3759e3b
Opel,Insignia,2009 ,Gasoline,56900,PLN,https://www.otomoto.pl/oferta/opel-insignia-1-8-benzyna-96000km-polecam-ID6DV2Mt.html#cae3759e3b
Chevrolet,Camaro,2012 ,Gasoline,30500,PLN,https://www.otomoto.pl/oferta/chevrolet-camaro-przebieg-81-000km-faktura-vat-23-gwarancja-ID6DV2Ms.html#cae3759e3b
Lexus,IS,2003 ,Gasoline,46900,PLN,https://www.otomoto.pl/oferta/lexus-is-is300-doinwestowany-na-lata-ID6DV2Mr.html#cae3759e3b
Volvo,XC,2009 ,Diesel,23000,PLN,https://www.otomoto.pl/oferta/volvo-xc-90-volvo-xc-90-ID6DV2Mq.html#cae3759e3b
Audi,A6,2005 ,Diesel,32800,PLN,https://www.otomoto.pl/oferta/audi-a6-audi-a6c6-kombi-3l-quatro-lampy-led-cena-do-negocjacji-ID6DV2Mp.html#cae3759e3b
Audi,A4,2011 ,Gasoline,85000,PLN,https://www.otomoto.pl/oferta/audi-a4-ID6DV2Mo.html#cae3759e3b
Alfa-Romeo,Romeo,1974 ,Gasoline,9000,PLN,https://www.otomoto.pl/oferta/alfa-romeo-spider-klasyk-wersja-na-chromie-po-kapitalnej-rekonstrukcji-top-ID6DV2Mn.html#cae3759e3b
Peugeot,Bipper,2013 ,Gasoline,10750,PLN,https://www.otomoto.pl/oferta/peugeot-bipper-peugeot-bipper-1-4-benzyna-lpg-van-vat1-dobry-stan-ID6DV2Mm.html#cae3759e3b
Peugeot,207,2006 ,Gasoline,11000,PLN,https://www.otomoto.pl/oferta/peugeot-207-peugeot-207-klima-manual-prywatne-ogloszenie-ID6DV2Ml.html#cae3759e3b
Skoda,Octavia,2007 ,Gasoline,17490,PLN,https://www.otomoto.pl/oferta/skoda-octavia-skoda-octavia-ii-2-0-fsi-mr04-ID6DV2Mj.html#cae3759e3b
MINI,ONE,2008 ,Gasoline,52900,PLN,https://www.otomoto.pl/oferta/mini-one-lift1-4-benzyna-95-kmklimatempomatzadbany-ID6DV2Mh.html#cae3759e3b
Audi,A6,2012 ,Gasoline,21750,PLN,https://www.otomoto.pl/oferta/audi-a6-salon-polska-zadbana-ID6DV2Mg.html#cae3759e3b
Suzuki,SX4,2006 ,Gasoline,27900,PLN,https://www.otomoto.pl/oferta/suzuki-sx4-1-6-benzyna-135-tys-kmsuper-stan-ID6DV2Me.html#cae3759e3b
Renault,Clio,2007 ,Gasoline,12900,PLN,https://www.otomoto.pl/oferta/renault-clio-sport-polskora-multifunkcja-gwarancja-ID6DV2Mc.html#01cac21968
Opel,Insignia,2015 ,Diesel,47900,PLN,https://www.otomoto.pl/oferta/opel-insignia-naviskorakameraxenonledpodgrz-i-wentylowane-fotelefree-hands-ID6DV2Mb.html#01cac21968
Volkswagen,Golf,2005 ,Diesel,15900,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-2005r-1-9tdi-105ps-klima-2-strefy-alu16-ID6DV2Ma.html#01cac21968
Hyundai,Santa,2013 ,Gasoline,59800,PLN,https://www.otomoto.pl/oferta/hyundai-santa-fe-hyundai-bogato-wyposazony-sprowadzony-automat-jasna-skora-stan-super-ID6DV2M8.html#01cac21968
Volkswagen,Polo,2002 ,Gasoline,5300,PLN,https://www.otomoto.pl/oferta/volkswagen-polo-vw-polo-salon-polska-ID6DV2M5.html#01cac21968
Toyota,Verso,2014 ,Gasoline,44800,PLN,https://www.otomoto.pl/oferta/toyota-verso-1-6-132km-klimatyzacjawebastopdcserwisbezwypadkowyiwl2kplkol-ID6DV2M4.html#01cac21968
Citroen,C4,2008 ,Gasoline,11999,PLN,https://www.otomoto.pl/oferta/citroen-c4-1-4-16v-88ps-klima-tempomat-elektryka-halogeny-esp-89-000km-serwis-ID6DV2M2.html#01cac21968
Dacia,Duster,2018 ,Diesel,55000,PLN,https://www.otomoto.pl/oferta/dacia-duster-dacia-duster-salon-polski-ID6DV2M1.html#01cac21968
Peugeot,307,2007 ,Gasoline,13500,PLN,https://www.otomoto.pl/oferta/peugeot-307-oplacony-1-6-benzyna-serwis-128-000-km-ID6DV2M0.html#01cac21968
Volkswagen,Golf,2005 ,Gasoline,14850,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-plus-1-6-benzyna-alufelgi-klimatronic-serwisowany-stam-bdb-ID6DV2LR.html#01cac21968
BMW,Seria,2003 ,Gasoline,6900,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-2-0-b-klima-stan-super-przyg-do-rej-opl-koszt-245zl-ID6DV2LP.html#01cac21968
BMW,Seria,2002 ,Gasoline,49900,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-330-ci-cabrio-hardtop-szwajcar-fra-vat-raty-kredyt-ID6DV2Lz.html#01cac21968
Citroen,C5,2009 ,Diesel,14500,PLN,https://www.otomoto.pl/oferta/citroen-c5-1-6-hdi-109-km-piekne-auto-bez-hydro-po-wymianie-dwumasy-1-wl-ID6DV2Lv.html#01cac21968
Renault,Megane,2012 ,Diesel,21500,PLN,https://www.otomoto.pl/oferta/renault-megane-renault-megane-3-po-lift-ID6DV2Lw.html#01cac21968
BMW,Seria,2008 ,Diesel,37000,PLN,https://www.otomoto.pl/oferta/bmw-seria-5-ID6DV2Lu.html#01cac21968
BMW,Seria,2017 ,Electric/Gasoline,289000,PLN,https://www.otomoto.pl/oferta/bmw-seria-7-bmw-seria-7-salon-polska-hybryda-aso-ID6DV2Lt.html#01cac21968
Opel,Zafira,2003 ,Diesel,3000,PLN,https://www.otomoto.pl/oferta/opel-zafira-sprzedam-opel-zafira-a-2-0tdi-ID6DV2Ls.html#01cac21968
Mercedes-Benz,W124,1990 ,Gasoline,15000,PLN,https://www.otomoto.pl/oferta/mercedes-benz-w124-1984-1993-ID6DV2Lq.html#01cac21968
Hyundai,i20,2018 ,Gasoline,38800,PLN,https://www.otomoto.pl/oferta/hyundai-i20-16v-84-km-roczna-gwarancja-ID6DV2Lo.html#01cac21968
Ford,Mondeo,2008 ,Gasoline,17999,PLN,https://www.otomoto.pl/oferta/ford-mondeo-stan-idealny-bezwypadkowy-godny-polecenia-ID6DV2Lp.html#01cac21968
Citroen,DS4,2012 ,Diesel,32900,PLN,https://www.otomoto.pl/oferta/citroen-ds4-citroen-ds4-1-6-ehdi-120-tys-2012-ID6DV2Lm.html#01cac21968
Ford,Focus,2015 ,Diesel,26500,PLN,https://www.otomoto.pl/oferta/ford-focus-lifitng-turnier-alu17-oryginalne-134tys-km-salon-pl-ID6DV2Ll.html#01cac21968
Chrysler,Pacifica,2017 ,Gasoline,109900,PLN,https://www.otomoto.pl/oferta/chrysler-pacifica-chrysler-pacyfica-l-touring-radar-gwarancja-ID6DV2Lk.html#01cac21968
Audi,A3,2021 ,Gasoline,24900,PLN,https://www.otomoto.pl/oferta/audi-a3-odbior-lipiec-nawigacja-tempomat-sound-system-kamera-cofania-ID6DV2Lj.html#01cac21968
Land-Rover,Rover,2018 ,Gasoline,18600,PLN,https://www.otomoto.pl/oferta/land-rover-range-rover-velar-2-0-si4-250km-salon-pl-fv23-ID6DV2Li.html#01cac21968
Nissan,Note,2012 ,Gasoline,58200,PLN,https://www.otomoto.pl/oferta/nissan-note-sprowadzony-z-belgii-1-4-benzyna-stan-idealny-ID6DV2Lh.html#01cac21968
BMW,Seria,2014 ,Gasoline,9800,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-sprzedam-bmw-ID6DV2Lf.html#01cac21968
Ford,KA,2009 ,Gasoline,37900,PLN,https://www.otomoto.pl/oferta/ford-ka-1-2-8v-stan-bdb-maly-przebieg-oplacony-ID6DV2Le.html#01cac21968
Renault,Kangoo,2013 ,Gasoline,46900,PLN,https://www.otomoto.pl/oferta/renault-kangoo-1-6-16v-paris-pelny-serwis-aso-gwarancja-techniczna-ID6DV2Ld.html#01cac21968
Peugeot,Partner,2017 ,Diesel,5990,PLN,https://www.otomoto.pl/oferta/peugeot-partner-outdoor-salon-pl-i-wl-faktura-vat-bezwypadkowy-gwarancja-12-mc-ID6DV2Lb.html#01cac21968
Kia,Picanto,2004 ,Gasoline,44500,PLN,https://www.otomoto.pl/oferta/kia-picanto-ID6DV2La.html#01cac21968
Volkswagen,Golf,2011 ,Gasoline,21899,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-1-4-benzyna-z-lpg-i-wl-pakiet-r-line-felga-18-park-assist-181tys-ID6DV2L8.html#2dc82f5f63
Toyota,RAV4,1995 ,Gasoline,14900,PLN,https://www.otomoto.pl/oferta/toyota-rav4-2-0-4x4-bez-rdzy-klima-oplacony-ID6DV2L7.html#2dc82f5f63
Ford,Mustang,2005 ,Gasoline,45900,PLN,https://www.otomoto.pl/oferta/ford-mustang-mustang-4-6gt-design-foose-ID6DV2L5.html#2dc82f5f63
Kia,Sportage,2010 ,Gasoline,29900,PLN,https://www.otomoto.pl/oferta/kia-sportage-2-0-benzyna-lpg-przeb-131-tys-unikat-jak-nowy-niemcy-ID6DV2L4.html#2dc82f5f63
Opel,Corsa,2012 ,Gasoline,14300,PLN,https://www.otomoto.pl/oferta/opel-corsa-lift-piekna-zadbana-klima-sprowadzona-z-niemiec-po-oplatach-ID6DV2L0.html#2dc82f5f63
Volkswagen,Golf,2006 ,Gasoline,15500,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-plus-volkswagen-golf-plus-1-6-ID6DV2KY.html#2dc82f5f63
Opel,Astra,2018 ,Gasoline,45000,PLN,https://www.otomoto.pl/oferta/opel-astra-opel-astra-1-4t-benzyna-140km-sedan-fv23-opony-zimowe-ID6DV2KW.html#2dc82f5f63
Nissan,Patrol,2005 ,Diesel,55000,PLN,https://www.otomoto.pl/oferta/nissan-patrol-nissan-patrol-gu4-3-0dit-ID6DV2KU.html#2dc82f5f63
Volvo,V60,2016 ,Diesel,42800,PLN,https://www.otomoto.pl/oferta/volvo-v60-jak-nowy-bogate-wyposazenie-gwarancja-w-cenie-ID6DV2KT.html#2dc82f5f63
BMW,Seria,2014 ,Gasoline,99000,PLN,https://www.otomoto.pl/oferta/bmw-seria-4-bmw-f32-seria-4-435i-xdrive-coupe-2014-manual-bezwypadkowy-ID6DV2KS.html#2dc82f5f63
Honda,Jazz,2005 ,Gasoline,11900,PLN,https://www.otomoto.pl/oferta/honda-jazz-1-4-83km-klimatronik-niski-przebieg-ladny-ID6DV2KR.html#2dc82f5f63
Kia,Ceed,2008 ,Diesel,8990,PLN,https://www.otomoto.pl/oferta/kia-ceed-ID6DV2KQ.html#2dc82f5f63
Opel,Vectra,2004 ,Gasoline,7800,PLN,https://www.otomoto.pl/oferta/opel-vectra-vectra-1-8-16v-sedan-po-oplatach-ID6DV2KP.html#2dc82f5f63
Toyota,Prius,2012 ,Electric/Gasoline,36900,PLN,https://www.otomoto.pl/oferta/toyota-prius-toyota-prius-1-7-hsd-super-stan-ID6DV2KO.html#2dc82f5f63
Renault,Twingo,2007 ,Gasoline,8300,PLN,https://www.otomoto.pl/oferta/renault-twingo-bezwypadkowy-klimatyzacja-ksiazka-serwisowa-ID6DV2KN.html#2dc82f5f63
Volkswagen,Touran,2015 ,Diesel,48900,PLN,https://www.otomoto.pl/oferta/volkswagen-touran-1-6-tdi-dsg-navi-klimatronik-panorama-dach-gwarancja-ID6DV2KM.html#2dc82f5f63
Renault,Grand,2010 ,Diesel,10900,PLN,https://www.otomoto.pl/oferta/renault-grand-scenic-1-9dci-szklany-dach-nawigacja-7-osobowy-ID6DV2KK.html#2dc82f5f63
Nissan,Qashqai,2009 ,Diesel,33333,PLN,https://www.otomoto.pl/oferta/nissan-qashqai-nissan-qashqai-4x4-2-0-dci-ID6DV2KJ.html#2dc82f5f63
Peugeot,308,2012 ,Diesel,18900,PLN,https://www.otomoto.pl/oferta/peugeot-308-cc-klima-navi-skora-ID6DV2KH.html#2dc82f5f63
Volkswagen,Golf,2012 ,Diesel,20900,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-1-6-tdi105kmpieknyks-serwiswypassuperstan-ID6DV2KG.html#2dc82f5f63
Volkswagen,Passat,2008 ,Diesel,20900,PLN,https://www.otomoto.pl/oferta/volkswagen-passat-1-9-tdi-sedan-klimatronik-gwarancja-ID6DV2KF.html#2dc82f5f63
Renault,Clio,2007 ,Gasoline,10500,PLN,https://www.otomoto.pl/oferta/renault-clio-oplacony-1-2-benzyna-serwis-klima-ID6DV2KD.html#2dc82f5f63
Kia,Ceed,2007 ,Gasoline,12900,PLN,https://www.otomoto.pl/oferta/kia-ceed-1-4-benzyna-klima-zarejestrowany-w-pl-gwarancja-ID6DV2KB.html#2dc82f5f63
Opel,Insignia,2011 ,Diesel,24900,PLN,https://www.otomoto.pl/oferta/opel-insignia-cosmo-skora-podgrzewane-fotele-2-0-cdti-nawi-6-biegow-ID6DV2Kz.html#2dc82f5f63
Fiat,500,2010 ,Gasoline,17900,PLN,https://www.otomoto.pl/oferta/fiat-500-klimatyzacja-elektryka-polskora-gwarancja-super-stan-ID6DV2Ky.html#2dc82f5f63
Volkswagen,Passat,2009 ,Gasoline,20700,PLN,https://www.otomoto.pl/oferta/volkswagen-passat-volkswagen-passat-b6-z-2009r-ID6DV2Kw.html#2dc82f5f63
Kia,Venga,2012 ,Gasoline,25900,PLN,https://www.otomoto.pl/oferta/kia-venga-ID6DV2Ks.html#2dc82f5f63
Citroen,Berlingo,2011 ,Diesel,23900,PLN,https://www.otomoto.pl/oferta/citroen-berlingo-citroen-berlingo-xtr-bogata-wersja-super-stan-ID6DV2Kq.html#2dc82f5f63
Peugeot,308,2011 ,Gasoline,15999,PLN,https://www.otomoto.pl/oferta/peugeot-308-hatchback-5drzwi-benzyna-premium-czarny-alu-serwis-ID6DV2Kp.html#2dc82f5f63
Ford,Escape,2018 ,Gasoline,76260,PLN,https://www.otomoto.pl/oferta/ford-escape-sprzedam-forda-escape-ID6DV2Km.html#2dc82f5f63
Skoda,Fabia,2007 ,Diesel,6900,PLN,https://www.otomoto.pl/oferta/skoda-fabia-1-9tdi-salon-polska-ID6DV2Kk.html#2dc82f5f63
Kia,Picanto,2005 ,Gasoline,6500,PLN,https://www.otomoto.pl/oferta/kia-picanto-2006-salon-polska-klimatyzacja-ID6DV2Ki.html#88659ca6d9
Peugeot,4008,2013 ,Diesel,44900,PLN,https://www.otomoto.pl/oferta/peugeot-4008-sliczny-peugot-4008-z-napedem-na-4-kola-full-opcja-ID6DV2Kg.html#88659ca6d9
BMW,Seria,2009 ,Gasoline,18900,PLN,https://www.otomoto.pl/oferta/bmw-seria-1-bardzo-ladne-autko-ID6DV2Ke.html#88659ca6d9
Volkswagen,Polo,2010 ,Gasoline,13500,PLN,https://www.otomoto.pl/oferta/volkswagen-polo-salon-polska-ID6DV2Kd.html#88659ca6d9
Audi,A5,2016 ,Diesel,97950,PLN,https://www.otomoto.pl/oferta/audi-a5-s-line-2-0-tdi-190km-alumy-xenon-led-navi-ID6DV2Ka.html#88659ca6d9
Kia,Sportage,2013 ,Diesel,54900,PLN,https://www.otomoto.pl/oferta/kia-sportage-2-0-crdi-4x4-business-line-keylessgo-navi-kamera-przeb-116-ID6DV2Kb.html#88659ca6d9
Mercedes-Benz,Klasa,2004 ,Gasoline,18000,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-mercedes-c-klasa-w203-1-8-kompresor-2004-po-lificie-piekna-biala-skora-ID6DV2K9.html#88659ca6d9
BMW,Seria,2011 ,Gasoline,35000,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-xenon-nawigacja-doinwestowana-ID6DV2K8.html#88659ca6d9
Audi,A6,2005 ,Diesel,13000,PLN,https://www.otomoto.pl/oferta/audi-a6-audi-a6-c6-silnik-3-0-tdi-uszkodzony-silnik-nie-odpala-ID6DV2K6.html#88659ca6d9
Volkswagen,Touran,2014 ,Diesel,34300,PLN,https://www.otomoto.pl/oferta/volkswagen-touran-wzorowy-navi-pdc-comfortline-fabryczny-lakier-oryginalny-przeb-ID6DV2K5.html#88659ca6d9
Renault,Clio,2014 ,Gasoline,42900,PLN,https://www.otomoto.pl/oferta/renault-clio-r-s-200-km-automat-edc-66-tys-km-ID6DV2K2.html#88659ca6d9
Mercedes-Benz,Klasa,1999 ,Diesel,1800,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-a-sprzedam-ID6DV2K1.html#88659ca6d9
Volkswagen,Golf,2007 ,Gasoline,18700,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-1-6b-mpi-klimatronik-z-niemiec-wersja-tour-doinwestowny-oplacony-ID6DV2K0.html#88659ca6d9
Mercedes-Benz,Klasa,2004 ,Diesel,23000,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-mercedes-e400-cdi-v8-ID6DV2JY.html#88659ca6d9
Renault,Captur,2019 ,Gasoline,51900,PLN,https://www.otomoto.pl/oferta/renault-captur-przebiegtylko14000kmnavitabletpartktronicled-ID6DV2JV.html#88659ca6d9
Volkswagen,Golf,2005 ,Gasoline,22900,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-automat-ID6DV2JU.html#88659ca6d9
Toyota,Avensis,2007 ,Diesel,16900,PLN,https://www.otomoto.pl/oferta/toyota-avensis-piekna-toyota-avensis-liftback-diesel-2007-hak-webasto-tempomat-ID6DV2JT.html#88659ca6d9
Volkswagen,Polo,2005 ,Diesel,7999,PLN,https://www.otomoto.pl/oferta/volkswagen-polo-1-4tdi-lifting-5drzwi-klima-bezwypadkowy-uczciwy-stan-ID6DV2JS.html#88659ca6d9
Renault,Clio,2019 ,Gasoline,44900,PLN,https://www.otomoto.pl/oferta/renault-clio-grandtour-benzyna-tce-salon-polska-i-wlasciciel-serwis-aso-ID6DV2JR.html#88659ca6d9
Toyota,Yaris,2004 ,Gasoline,8900,PLN,https://www.otomoto.pl/oferta/toyota-yaris-sprzedam-toyote-yaris-ID6DV2JP.html#88659ca6d9
Porsche,Cayenne,2009 ,Gasoline,79600,PLN,https://www.otomoto.pl/oferta/porsche-cayenne-porsche-cayenne-gts-ID6DV2JO.html#88659ca6d9
Citroen,C4,2011 ,Diesel,20999,PLN,https://www.otomoto.pl/oferta/citroen-c4-super-stan-ID6DV2JM.html#88659ca6d9
Renault,Captur,2014 ,Gasoline,42500,PLN,https://www.otomoto.pl/oferta/renault-captur-bogata-wersja-luxe-maly-przebieg-ID6DV2JL.html#88659ca6d9
Opel,Astra,2018 ,Gasoline,63900,PLN,https://www.otomoto.pl/oferta/opel-astra-elite-1-4-turbo-salon-polska-i-wlasciciel-serwis-aso-gwarancja-ID6DV2JK.html#88659ca6d9
Toyota,Avensis,2009 ,Gasoline,10499,PLN,https://www.otomoto.pl/oferta/toyota-avensis-1-8vvti-129km-benzyna-navi-z-niemiec-ID6DV2JJ.html#88659ca6d9
Nissan,Juke,2012 ,Gasoline,41500,PLN,https://www.otomoto.pl/oferta/nissan-juke-nissan-juke-zadbany-beznzyna-ID6DV2JH.html#88659ca6d9
Ford,Focus,2014 ,Diesel,25500,PLN,https://www.otomoto.pl/oferta/ford-focus-ford-focus-mk3-ID6DV2JF.html#88659ca6d9
Audi,A4,1997 ,Diesel,5000,PLN,https://www.otomoto.pl/oferta/audi-a4-audi-a4-ID6DV2JD.html#88659ca6d9
Renault,Twingo,2018 ,Gasoline,27999,PLN,https://www.otomoto.pl/oferta/renault-twingo-led-klimatyzacja-tylko-9tys-km-ID6DV2JE.html#88659ca6d9
Renault,Espace,2009 ,Gasoline,18900,PLN,https://www.otomoto.pl/oferta/renault-espace-renault-grand-espace-ID6DV2JC.html#88659ca6d9
MINI,Cooper,2008 ,Diesel,17700,PLN,https://www.otomoto.pl/oferta/mini-cooper-piekna-wersja-bogate-wyposazenie-ID6DV2JA.html#88659ca6d9
Citroen,C3,2005 ,Gasoline,6900,PLN,https://www.otomoto.pl/oferta/citroen-c3-2005r-salon-iwl-przebieg-98-tys-ID6DV2Jz.html#88659ca6d9
Mazda,2,2009 ,Gasoline,14900,PLN,https://www.otomoto.pl/oferta/mazda-2-ID6DV2Jy.html#6c114b2749
Seat,Ibiza,2010 ,Gasoline,12999,PLN,https://www.otomoto.pl/oferta/seat-ibiza-1-2-benzyna-niemcy-lala-ID6DV2Jx.html#6c114b2749
Fiat,Fiorino,2010 ,Diesel,3400,PLN,https://www.otomoto.pl/oferta/fiat-fiorino-fiat-fiorino-1-3-jtd-kat-mr08-e4-1-7t-ID6DV2Jv.html#6c114b2749
Opel,Astra,2009 ,Diesel,10900,PLN,https://www.otomoto.pl/oferta/opel-astra-sprowadzony-z-belgii-1-7-cdti-cosmo-navi-plus-ID6DV2Jw.html#6c114b2749
Opel,Adam,2013 ,Gasoline,25000,PLN,https://www.otomoto.pl/oferta/opel-adam-super-stan-bogate-wyposazenie-ID6DV2Ju.html#6c114b2749
Suzuki,Swift,2008 ,Gasoline,18900,PLN,https://www.otomoto.pl/oferta/suzuki-swift-1-3-automat-klimatyzacja-alusy-niski-przebieg-oplacony-ID6DV2Jt.html#6c114b2749
Citroen,DS4,2013 ,Gasoline,38900,PLN,https://www.otomoto.pl/oferta/citroen-ds4-ds4-1-6-benzyna-automat-full-wersja-ID6DV2Js.html#6c114b2749
Volkswagen,Passat,2006 ,Diesel,13700,PLN,https://www.otomoto.pl/oferta/volkswagen-passat-sportline-170km-ID6DV2Jr.html#6c114b2749
Peugeot,3008,2015 ,Diesel,44999,PLN,https://www.otomoto.pl/oferta/peugeot-3008-2-0-150ps-head-up-navi-skora-panorama-bixenony-serwis-fulll-ID6DV2Jq.html#6c114b2749
